userID,itemID,rating,timestamp,Products
110,8,4,10/25/2019 19:17,Apple Juice
100,9,2,1/23/2020 13:51,Almonds Pack
108,5,4,11/12/2019 19:00,Ice Coffee
111,6,4,9/21/2019 9:13,Iced Cappacino
102,10,2,5/8/2019 18:26,Pistachios Pack
107,7,4,6/5/2019 2:59,Banana Juice
100,6,2,11/9/2019 13:54,Iced Cappacino
108,12,5,10/3/2019 19:55,Pringles
106,7,1,7/21/2019 19:42,Banana Juice
112,9,5,12/30/2019 19:51,Almonds Pack
102,5,2,9/24/2019 12:08,Ice Coffee
107,12,4,4/28/2019 10:59,Pringles
113,3,4,8/10/2019 12:16,Expresso
103,9,2,9/5/2019 7:29,Almonds Pack
101,2,5,7/9/2019 11:13,Vanilla Chai
105,5,1,4/22/2019 21:07,Ice Coffee
104,1,2,1/27/2020 11:00,Mocha Latte Coffee
105,1,5,4/11/2019 17:19,Mocha Latte Coffee
104,15,4,2/4/2020 16:27,Snickers
100,2,4,9/15/2019 21:26,Vanilla Chai
100,8,2,2/27/2020 13:19,Apple Juice
110,15,3,8/3/2019 5:25,Snickers
107,15,3,7/29/2019 3:16,Snickers
110,2,2,2/17/2020 19:38,Vanilla Chai
100,11,4,8/26/2019 2:32,Cashew nut Pack
109,5,4,2/1/2020 4:29,Ice Coffee
101,2,1,6/27/2019 10:01,Vanilla Chai
105,14,3,9/22/2019 1:19,Doritos
107,6,3,2/1/2020 22:34,Iced Cappacino
112,1,4,5/5/2019 4:09,Mocha Latte Coffee
114,4,1,10/27/2019 5:45,Cold Brew
114,3,4,9/14/2019 4:57,Expresso
107,3,4,12/27/2019 3:49,Expresso
101,7,4,8/6/2019 19:52,Banana Juice
108,13,1,2/15/2020 4:58,Cape Cod Chips
111,5,4,1/22/2020 18:03,Ice Coffee
115,15,1,2/5/2020 2:54,Snickers
100,2,1,9/13/2019 0:19,Vanilla Chai
103,8,2,11/25/2019 20:31,Apple Juice
109,10,3,4/3/2019 12:14,Pistachios Pack
106,4,3,12/29/2019 20:58,Cold Brew
108,13,1,9/21/2019 13:15,Cape Cod Chips
107,7,3,11/7/2019 20:34,Banana Juice
101,12,1,10/4/2019 17:34,Pringles
107,4,1,4/28/2019 14:27,Cold Brew
108,15,2,5/26/2019 1:34,Snickers
109,10,4,5/17/2019 6:27,Pistachios Pack
113,5,4,9/20/2019 6:42,Ice Coffee
102,2,2,4/3/2019 23:32,Vanilla Chai
103,9,1,12/13/2019 17:42,Almonds Pack
110,12,1,1/4/2020 9:43,Pringles
109,1,2,10/24/2019 19:54,Mocha Latte Coffee
114,1,2,12/2/2019 1:59,Mocha Latte Coffee
111,3,4,6/22/2019 22:47,Expresso
112,3,2,1/27/2020 20:25,Expresso
111,14,5,10/9/2019 0:00,Doritos
100,2,5,6/23/2019 10:14,Vanilla Chai
108,2,1,11/4/2019 0:16,Vanilla Chai
113,8,2,3/3/2020 18:19,Apple Juice
102,11,2,6/4/2019 14:10,Cashew nut Pack
104,12,2,4/13/2019 5:51,Pringles
111,10,2,3/11/2020 6:42,Pistachios Pack
104,4,1,8/6/2019 0:25,Cold Brew
114,14,2,1/24/2020 10:41,Doritos
105,9,5,8/26/2019 16:03,Almonds Pack
100,1,4,5/4/2019 5:06,Mocha Latte Coffee
109,11,3,12/7/2019 23:25,Cashew nut Pack
105,7,2,11/8/2019 2:45,Banana Juice
109,7,4,1/11/2020 6:27,Banana Juice
102,7,1,12/3/2019 5:31,Banana Juice
102,9,2,11/9/2019 3:46,Almonds Pack
103,4,4,6/9/2019 4:43,Cold Brew
100,8,2,3/15/2020 15:17,Apple Juice
113,2,1,12/26/2019 23:25,Vanilla Chai
103,15,2,1/11/2020 17:53,Snickers
103,5,2,9/6/2019 6:13,Ice Coffee
101,13,2,2/21/2020 16:01,Cape Cod Chips
104,2,1,10/15/2019 19:22,Vanilla Chai
109,11,5,3/10/2020 21:56,Cashew nut Pack
100,6,1,9/11/2019 18:52,Iced Cappacino
107,2,1,3/16/2020 19:42,Vanilla Chai
102,12,2,2/11/2020 14:34,Pringles
108,14,1,11/4/2019 18:09,Doritos
102,2,1,12/7/2019 7:40,Vanilla Chai
103,3,2,11/2/2019 16:46,Expresso
112,9,4,5/12/2019 4:09,Almonds Pack
110,14,1,7/29/2019 9:45,Doritos
113,3,1,6/24/2019 5:15,Expresso
102,10,2,10/29/2019 22:18,Pistachios Pack
113,9,3,6/8/2019 6:11,Almonds Pack
107,6,3,9/8/2019 12:34,Iced Cappacino
111,11,2,1/21/2020 3:40,Cashew nut Pack
101,2,1,5/14/2019 20:18,Vanilla Chai
115,9,2,11/1/2019 14:59,Almonds Pack
111,14,3,12/14/2019 15:17,Doritos
105,3,2,9/13/2019 8:51,Expresso
101,10,3,7/13/2019 9:23,Pistachios Pack
102,2,1,2/19/2020 13:59,Vanilla Chai
105,14,5,7/18/2019 5:14,Doritos
109,2,4,7/6/2019 16:51,Vanilla Chai
113,13,3,10/28/2019 3:45,Cape Cod Chips
105,6,2,8/5/2019 17:07,Iced Cappacino
109,8,3,11/3/2019 23:05,Apple Juice
107,3,5,12/19/2019 6:50,Expresso
104,1,4,6/6/2019 9:00,Mocha Latte Coffee
112,13,5,4/20/2019 7:07,Cape Cod Chips
104,10,4,5/2/2019 12:00,Pistachios Pack
114,11,4,11/5/2019 22:15,Cashew nut Pack
106,6,4,7/7/2019 9:04,Iced Cappacino
101,4,2,12/16/2019 1:16,Cold Brew
114,8,2,5/6/2019 6:16,Apple Juice
115,13,5,2/23/2020 6:56,Cape Cod Chips
107,11,5,5/5/2019 9:30,Cashew nut Pack
104,1,3,1/27/2020 22:42,Mocha Latte Coffee
107,12,5,3/6/2020 6:21,Pringles
114,12,2,8/21/2019 22:38,Pringles
106,12,2,4/21/2019 13:35,Pringles
103,13,3,6/26/2019 23:57,Cape Cod Chips
102,12,1,6/19/2019 13:06,Pringles
111,10,3,4/2/2019 11:17,Pistachios Pack
108,14,1,8/21/2019 9:18,Doritos
101,3,2,2/4/2020 13:14,Expresso
103,12,4,7/9/2019 20:16,Pringles
114,8,4,8/18/2019 13:44,Apple Juice
114,13,4,6/20/2019 9:37,Cape Cod Chips
113,3,2,9/23/2019 6:22,Expresso
102,7,2,10/27/2019 11:21,Banana Juice
102,11,2,8/2/2019 17:33,Cashew nut Pack
105,12,4,9/13/2019 1:52,Pringles
112,10,1,1/13/2020 8:47,Pistachios Pack
102,12,1,3/25/2020 8:15,Pringles
105,7,2,4/20/2019 2:01,Banana Juice
108,1,2,8/25/2019 10:44,Mocha Latte Coffee
112,4,4,5/26/2019 19:50,Cold Brew
112,6,5,9/13/2019 12:03,Iced Cappacino
102,7,1,12/9/2019 0:42,Banana Juice
114,9,4,8/12/2019 8:31,Almonds Pack
110,15,3,7/4/2019 18:47,Snickers
102,4,5,3/5/2020 17:58,Cold Brew
102,13,5,10/28/2019 0:18,Cape Cod Chips
108,13,5,8/25/2019 0:04,Cape Cod Chips
100,13,5,1/4/2020 1:13,Cape Cod Chips
106,7,2,8/14/2019 23:08,Banana Juice
114,8,2,3/3/2020 13:31,Apple Juice
105,7,4,10/12/2019 15:11,Banana Juice
115,3,0,5/13/2019 15:24,Expresso
110,6,2,6/24/2019 13:14,Iced Cappacino
102,12,2,4/14/2019 18:24,Pringles
110,8,2,2/26/2020 6:45,Apple Juice
103,8,4,8/24/2019 1:20,Apple Juice
101,5,1,3/2/2020 10:18,Ice Coffee
108,11,2,12/19/2019 11:39,Cashew nut Pack
113,12,1,5/17/2019 22:58,Pringles
112,15,5,1/21/2020 0:00,Snickers
111,14,1,10/5/2019 23:03,Doritos
102,12,2,5/16/2019 4:17,Pringles
104,15,3,12/13/2019 10:10,Snickers
113,6,5,4/15/2019 20:01,Iced Cappacino
101,10,2,8/29/2019 16:44,Pistachios Pack
101,13,3,7/21/2019 13:58,Cape Cod Chips
108,12,1,9/23/2019 9:03,Pringles
115,8,2,6/24/2019 2:41,Apple Juice
111,9,2,4/20/2019 19:05,Almonds Pack
104,5,4,8/30/2019 8:56,Ice Coffee
113,10,3,5/29/2019 21:19,Pistachios Pack
110,8,2,9/6/2019 3:16,Apple Juice
101,14,1,3/2/2020 19:13,Doritos
102,8,4,2/18/2020 4:41,Apple Juice
106,1,3,10/25/2019 19:55,Mocha Latte Coffee
105,11,2,10/16/2019 4:11,Cashew nut Pack
110,10,2,3/7/2020 6:45,Pistachios Pack
108,8,1,6/19/2019 22:38,Apple Juice
110,7,0,9/16/2019 9:09,Banana Juice
114,12,5,3/5/2020 22:36,Pringles
110,12,1,10/5/2019 12:30,Pringles
115,4,1,9/29/2019 20:20,Cold Brew
109,15,5,2/14/2020 0:36,Snickers
103,2,4,3/8/2020 18:25,Vanilla Chai
103,14,3,7/20/2019 18:03,Doritos
100,15,3,3/29/2019 18:42,Snickers
101,11,2,3/26/2020 4:44,Cashew nut Pack
109,4,2,8/14/2019 13:52,Cold Brew
101,6,2,11/20/2019 20:08,Iced Cappacino
110,14,4,12/19/2019 14:33,Doritos
114,9,2,9/2/2019 4:48,Almonds Pack
109,8,3,3/5/2020 12:49,Apple Juice
115,2,1,10/23/2019 2:41,Vanilla Chai
103,7,2,1/26/2020 3:18,Banana Juice
113,12,4,5/29/2019 18:25,Pringles
100,8,5,9/16/2019 19:38,Apple Juice
115,1,3,2/8/2020 17:15,Mocha Latte Coffee
107,8,2,8/8/2019 9:49,Apple Juice
111,3,2,8/15/2019 20:54,Expresso
111,14,2,8/24/2019 17:53,Doritos
101,10,1,9/25/2019 3:38,Pistachios Pack
110,10,4,12/19/2019 23:11,Pistachios Pack
115,7,3,3/10/2020 8:18,Banana Juice
110,8,2,8/28/2019 3:53,Apple Juice
104,10,2,10/4/2019 9:35,Pistachios Pack
114,6,1,12/23/2019 23:36,Iced Cappacino
109,8,2,2/11/2020 18:10,Apple Juice
106,10,1,1/14/2020 0:06,Pistachios Pack
102,1,2,11/6/2019 20:50,Mocha Latte Coffee
115,14,2,6/28/2019 14:25,Doritos
106,6,2,10/31/2019 1:58,Iced Cappacino
115,5,3,6/25/2019 0:50,Ice Coffee
114,3,3,5/24/2019 23:56,Expresso
111,6,5,3/21/2020 12:25,Iced Cappacino
111,1,5,3/10/2020 6:12,Mocha Latte Coffee
115,14,5,9/10/2019 17:42,Doritos
108,3,2,3/3/2020 19:23,Expresso
114,3,2,1/26/2020 21:13,Expresso
101,1,3,6/30/2019 20:38,Mocha Latte Coffee
102,12,2,12/4/2019 13:33,Pringles
101,3,2,4/1/2019 0:56,Expresso
100,8,1,6/3/2019 12:42,Apple Juice
109,9,2,8/17/2019 10:55,Almonds Pack
106,6,2,8/1/2019 14:47,Iced Cappacino
101,3,3,11/26/2019 0:14,Expresso
103,7,4,11/1/2019 8:03,Banana Juice
109,4,2,6/24/2019 8:13,Cold Brew
114,12,2,7/6/2019 11:24,Pringles
114,6,1,1/27/2020 7:31,Iced Cappacino
111,4,1,2/27/2020 12:15,Cold Brew
115,14,2,5/5/2019 14:31,Doritos
103,7,1,7/27/2019 2:51,Banana Juice
101,6,4,7/22/2019 3:19,Iced Cappacino
115,9,2,9/15/2019 20:22,Almonds Pack
115,12,1,10/25/2019 11:32,Pringles
110,3,2,10/7/2019 20:18,Expresso
100,11,1,11/25/2019 14:56,Cashew nut Pack
115,15,5,10/2/2019 21:36,Snickers
115,8,1,8/24/2019 2:44,Apple Juice
101,9,3,9/23/2019 17:56,Almonds Pack
114,5,3,2/1/2020 4:22,Ice Coffee
108,12,4,2/20/2020 15:20,Pringles
109,13,1,5/13/2019 23:43,Cape Cod Chips
108,13,2,2/3/2020 5:21,Cape Cod Chips
100,10,1,6/3/2019 22:49,Pistachios Pack
113,3,1,3/18/2020 21:41,Expresso
103,3,5,3/11/2020 18:43,Expresso
108,11,4,3/24/2020 21:18,Cashew nut Pack
105,8,1,10/9/2019 7:02,Apple Juice
100,11,1,2/15/2020 10:20,Cashew nut Pack
113,11,2,12/14/2019 2:09,Cashew nut Pack
112,11,3,6/16/2019 2:30,Cashew nut Pack
110,3,1,9/29/2019 22:25,Expresso
111,12,2,1/6/2020 11:30,Pringles
110,5,3,5/24/2019 5:06,Ice Coffee
110,9,4,3/20/2020 8:09,Almonds Pack
112,12,2,8/6/2019 21:35,Pringles
115,1,4,10/21/2019 12:16,Mocha Latte Coffee
112,13,2,1/11/2020 0:53,Cape Cod Chips
108,3,1,12/8/2019 6:06,Expresso
114,5,2,10/15/2019 14:22,Ice Coffee
109,15,2,8/4/2019 6:00,Snickers
104,9,1,3/11/2020 17:30,Almonds Pack
107,9,2,2/3/2020 16:58,Almonds Pack
109,6,4,10/27/2019 12:47,Iced Cappacino
105,9,1,5/11/2019 21:14,Almonds Pack
115,5,5,2/14/2020 4:14,Ice Coffee
115,6,1,9/2/2019 23:28,Iced Cappacino
105,14,2,12/27/2019 20:35,Doritos
105,10,1,11/8/2019 12:54,Pistachios Pack
115,13,4,1/17/2020 18:29,Cape Cod Chips
109,9,2,3/13/2020 10:47,Almonds Pack
113,2,1,11/4/2019 7:35,Vanilla Chai
107,6,2,5/3/2019 6:38,Iced Cappacino
109,13,1,1/25/2020 8:58,Cape Cod Chips
105,10,5,5/30/2019 8:02,Pistachios Pack
112,13,4,10/22/2019 17:19,Cape Cod Chips
105,10,4,11/3/2019 6:42,Pistachios Pack
105,11,4,5/17/2019 23:36,Cashew nut Pack
114,11,4,11/6/2019 16:37,Cashew nut Pack
114,2,2,1/18/2020 7:58,Vanilla Chai
109,3,3,8/3/2019 7:20,Expresso
113,10,4,8/1/2019 6:21,Pistachios Pack
106,15,3,8/9/2019 19:41,Snickers
