,user_id,book_id,rating,book_authors,book_isbn,book_pages,book_rating_count,book_review_count,book_title,language_code,genres,image_url,Invoice_Date,Quantity,Price
23,4,255,2,george r.r. martin,9780000000000.0,784 pages,671699,21669,a clash of kings,eng,fantasy,https://images.gr-assets.com/books/1358254974l/10572.jpg,2020-02-24 13:20:31,1,38
24,4,35,5,bram stoker|nina auerbach|david j. skal,9780000000000.0,488 pages,775448,19726,dracula,eng,classics,https://images.gr-assets.com/books/1387151694l/17245.jpg,2019-11-25 13:30:40,4,20
25,4,287,3,ralph ellison,9780000000000.0,581 pages,138822,4782,invisible man,eng,classics,https://images.gr-assets.com/books/1352854247l/16981.jpg,2019-12-07 05:00:24,5,29
26,4,337,4,jane austen,9780000000000.0,1344 pages,23600,613,the complete novels,eng,romance,https://images.gr-assets.com/books/1388178574l/14905.jpg,2019-08-04 08:44:14,3,52
27,4,26,3,orson scott card,9780000000000.0,324 pages,965351,40289,ender's game,eng,science fiction,https://images.gr-assets.com/books/1408303130l/375802.jpg,2020-03-20 09:12:56,5,37
28,4,84,4,richelle mead,,332 pages,491540,20760,vampire academy,spa,young adult,https://images.gr-assets.com/books/1381459853l/18660669.jpg,2020-03-10 05:00:52,5,69
29,4,58,4,kurt vonnegut,9780000000000.0,275 pages,977825,22329,slaughterhouse-five,eng,classics,https://images.gr-assets.com/books/1440319389l/4981.jpg,2019-09-03 06:02:19,4,47
30,4,1117,3,emily giffin,9780000000000.0,322 pages,463572,11953,something borrowed,eng,womens fiction,https://images.gr-assets.com/books/1305063535l/42156.jpg,2020-02-26 18:31:22,5,50
31,4,660,3,anonymous|joseph smith jr.,9780000000000.0,531 pages,68665,5575,the book of mormon: another testament of jesus christ,eng,religion,https://images.gr-assets.com/books/1327389004l/323355.jpg,2019-08-09 02:32:24,2,50
32,4,111,2,mikhail bulgakov|katherine tiernan o'connor|ellendea proffer|diana burgin,9780000000000.0,373 pages,186919,8601,the master and margarita,eng,fiction,https://images.gr-assets.com/books/1327867963l/117833.jpg,2019-09-27 06:13:58,2,52
33,4,5,4,stephenie meyer,9780000000000.0,498 pages,4281268,97991,twilight,eng,young adult,https://images.gr-assets.com/books/1361039443l/41865.jpg,2019-10-25 03:06:26,2,62
34,4,413,4,bret easton ellis,9780000000000.0,399 pages,197145,8479,american psycho,,fiction,https://images.gr-assets.com/books/1436934349l/28676.jpg,2019-10-20 05:25:32,1,52
35,4,8,4,george orwell,9780000000000.0,122 pages,2235084,42156,animal farm,eng,classics,https://images.gr-assets.com/books/1424037542l/7613.jpg,2019-08-08 11:34:44,1,28
36,4,2172,4,stephanie perkins,9780000000000.0,339 pages,90894,11164,isla and the happily ever after,eng,young adult,https://images.gr-assets.com/books/1362064564l/9627755.jpg,2019-08-11 02:19:31,2,52
37,4,65,4,richard  adams,9780000000000.0,478 pages,331158,11489,watership down,eng,classics,https://images.gr-assets.com/books/1405136931l/76620.jpg,2020-02-23 17:34:49,1,42
38,4,297,4,tim o'brien,9780000000000.0,246 pages,214731,12027,the things they carried,eng,fiction,https://images.gr-assets.com/books/1424663847l/133518.jpg,2019-09-04 08:31:35,5,48
39,4,45,4,george r.r. martin,9780000000000.0,848 pages,1657040,49398,a game of thrones,,fantasy,https://images.gr-assets.com/books/1436732693l/13496.jpg,2019-05-25 10:55:46,1,78
40,4,113,4,j.k. rowling|mary grandpré,9780000000000.0,734 pages,2077766,36237,harry potter and the goblet of fire,en-us,fantasy,https://images.gr-assets.com/books/1361482611l/6.jpg,2019-11-04 02:46:02,4,50
41,4,325,5,rick riordan,9780000000000.0,521 pages,351022,13512,the son of neptune,eng,fantasy,https://images.gr-assets.com/books/1464201114l/9520360.jpg,2020-01-03 09:34:00,3,65
42,4,476,3,rick riordan,9780000000000.0,597 pages,205884,12957,the house of hades,eng,fantasy,https://images.gr-assets.com/books/1464201430l/12127810.jpg,2019-09-02 22:22:56,4,74
43,6,6351,4,wayne w. dyer,9780000000000.0,392 pages,15043,418,change your thoughts - change your life: living the wisdom of the tao,eng,spirituality,https://images.gr-assets.com/books/1328770256l/389763.jpg,2020-02-25 06:47:15,4,52
44,8,2732,5,anne bishop,9780000000000.0,412 pages,30581,1871,daughter of the blood,eng,fantasy,https://images.gr-assets.com/books/1400569100l/47956.jpg,2019-07-07 12:32:25,2,67
45,8,1432,3,josephine tey,9780000000000.0,206 pages,19865,2508,the daughter of time,eng,mystery,https://images.gr-assets.com/books/1394326949l/77661.jpg,2019-06-03 07:31:03,5,43
46,8,479,4,isaac asimov,9780000000000.0,224 pages,230529,5150,"i, robot",eng,science fiction,https://images.gr-assets.com/books/1388321463l/41804.jpg,2019-05-26 16:38:03,2,70
47,8,3020,5,michael crichton,9780000000000.0,672 pages,74491,2892,state of fear,eng,fiction,https://images.gr-assets.com/books/1388212698l/15860.jpg,2019-09-19 01:21:36,5,32
48,8,6195,4,cherlina works,,181 pages,70,2,nothing can come between us,eng,novels,https://images.gr-assets.com/books/1435851270l/25837310.jpg,2020-03-26 04:18:33,2,20
49,8,614,4,umberto eco|william weaver,9780000000000.0,623 pages,53009,2890,foucault's pendulum,eng,fiction,https://images.gr-assets.com/books/1396645125l/17841.jpg,2019-12-18 11:51:25,2,20
50,8,4622,5,meg cabot,9780000000000.0,383 pages,26881,1109,boy meets girl,eng,womens fiction,https://images.gr-assets.com/books/1328033372l/93723.jpg,2019-08-21 08:54:30,1,51
51,8,9114,5,alan moore|kevin o'neill,9780000000000.0,192 pages,44513,1300,"the league of extraordinary gentlemen, vol. 1",eng,sequential art,https://images.gr-assets.com/books/1327894724l/297627.jpg,2019-08-09 22:28:48,5,69
52,8,194,4,jean m. auel,9780000000000.0,512 pages,200505,5652,the clan of the cave bear,eng,historical,https://images.gr-assets.com/books/1385331302l/1295.jpg,2019-07-13 16:49:19,1,62
53,8,14,5,emily brontë|richard j. dunn|david timson|charlotte brontë|ruth golding|robert heindel,9780000000000.0,464 pages,1121100,29400,wuthering heights,eng,classics,https://images.gr-assets.com/books/1388212715l/6185.jpg,2019-12-31 23:22:45,3,66
54,8,2584,5,judith mcnaught,9780000000000.0,400 pages,21216,824,once and always,en-us,romance,https://images.gr-assets.com/books/1426108166l/129620.jpg,2019-08-28 19:14:38,2,21
55,8,55,5,sara gruen,9780000000000.0,335 pages,1199696,57161,water for elephants,eng,fiction,https://images.gr-assets.com/books/1494428973l/43641.jpg,2020-02-03 07:48:36,4,77
56,8,772,4,brandon sanderson,9780000000000.0,1087 pages,141008,9033,words of radiance,eng,fantasy,https://images.gr-assets.com/books/1507307927l/17332218.jpg,2019-11-30 13:35:12,5,36
57,8,778,5,l.j. smith,9780000000000.0,729 pages,59682,2120,"night world, no. 1",eng,young adult,https://images.gr-assets.com/books/1434962482l/3099787.jpg,2019-06-25 19:06:46,5,70
58,8,1937,3,sabahattin ali,9790000000000.0,160 pages,28070,1796,kürk mantolu madonna,eng,asian literature,https://images.gr-assets.com/books/1362477552l/220826.jpg,2020-03-22 11:35:38,3,46
59,8,493,5,plato|desmond lee,9780000000000.0,416 pages,137348,2732,the republic,eng,philosophy,https://images.gr-assets.com/books/1386925655l/30289.jpg,2019-05-30 19:54:58,4,18
60,8,362,5,john knowles,9780000000000.0,208 pages,173407,6233,a separate peace,eng,classics,https://images.gr-assets.com/books/1528860889l/5148.jpg,2019-08-03 15:36:25,4,60
61,8,1967,3,douglas adams,9780000000000.0,240 pages,92359,2084,mostly harmless,eng,science fiction,https://images.gr-assets.com/books/1320725132l/360.jpg,2019-07-31 23:45:57,3,49
62,8,529,5,charlaine harris,9780000000000.0,291 pages,226303,5481,dead to the world,eng,fantasy,https://images.gr-assets.com/books/1468561630l/140077.jpg,2019-12-03 09:38:53,4,24
63,8,5425,5,l.a. meyer,9780000000000.0,528 pages,9685,569,under the jolly roger: being an account of the further nautical adventures of jacky faber,eng,historical,https://images.gr-assets.com/books/1427211277l/295651.jpg,2019-11-23 20:14:04,4,67
64,4,1237,5,richelle mead,9780000000000.0,343 pages,49375,2834,succubus blues,eng,fantasy,https://images.gr-assets.com/books/1361624810l/235718.jpg,2019-05-30 17:38:38,5,25
65,4,145,2,patrick süskind|john e. woods,9780000000000.0,263 pages,257570,11495,perfume: the story of a murderer,eng,fiction,https://images.gr-assets.com/books/1409112276l/343.jpg,2019-11-22 18:48:38,4,22
66,4,36,5,aldous huxley,9780000000000.0,288 pages,1203529,23422,brave new world,eng,classics,https://images.gr-assets.com/books/1523061131l/5129.jpg,2019-09-21 08:53:48,2,62
67,4,102,5,anita diamant,9780000000000.0,336 pages,470202,18027,the red tent,eng,historical,https://images.gr-assets.com/books/1405739117l/4989.jpg,2019-07-31 00:27:50,3,19
68,4,222,4,j.r.r. tolkien|christopher tolkien|ted nasmith,9780000000000.0,386 pages,179215,6483,the silmarillion,eng,fantasy,https://images.gr-assets.com/books/1336502583l/7332.jpg,2019-11-30 22:47:20,5,44
69,4,200,4,michael ende|ralph manheim|roswitha quadflieg|miguel sáenz,9780000000000.0,396 pages,136309,5016,the neverending story,eng,fantasy,https://images.gr-assets.com/books/1327871159l/27712.jpg,2020-03-25 23:32:29,5,27
70,4,13,4,shel silverstein,9780000000000.0,64 pages,789681,15694,the giving tree,eng,childrens,https://images.gr-assets.com/books/1174210942l/370493.jpg,2019-07-15 15:20:42,5,51
71,4,640,3,john fowles,9780000000000.0,656 pages,41114,2318,the magus,,fiction,https://images.gr-assets.com/books/1441323311l/16286.jpg,2019-09-05 21:08:17,4,19
72,4,693,5,e.l. konigsburg,9780000000000.0,178 pages,157641,6045,from the mixed-up files of mrs. basil e. frankweiler,eng,fiction,https://images.gr-assets.com/books/1327784751l/3980.jpg,2019-11-30 02:13:09,3,34
73,4,575,3,tahereh mafi,,421 pages,107895,13558,ignite me,en-us,science fiction,https://images.gr-assets.com/books/1375972497l/13188676.jpg,2019-12-21 10:01:41,5,79
74,4,55,4,sara gruen,9780000000000.0,335 pages,1199696,57161,water for elephants,eng,fiction,https://images.gr-assets.com/books/1494428973l/43641.jpg,2020-01-24 11:08:12,3,77
75,1,268,3,wally lamb,9780000000000.0,897 pages,272165,8201,i know this much is true,eng,fiction,https://images.gr-assets.com/books/1373532198l/227711.jpg,2019-07-11 00:38:12,5,79
76,1,5556,3,james patterson,9780000000000.0,393 pages,49353,1834,cross,eng,mystery,https://images.gr-assets.com/books/1388194831l/13128.jpg,2020-01-12 08:34:59,1,78
77,1,3638,3,philip roth,9780000000000.0,391 pages,33809,3020,the plot against america,en-us,fiction,https://images.gr-assets.com/books/1327711853l/703.jpg,2020-03-22 05:25:26,5,31
78,1,1796,5,jostein gaarder|sarah jane hails,9780000000000.0,309 pages,18613,1146,the solitaire mystery: a novel about family and destiny,en-us,fiction,https://images.gr-assets.com/books/1327883395l/48318.jpg,2020-02-23 03:00:16,1,39
79,1,867,3,nicholas evans,9780000000000.0,451 pages,46466,1739,the horse whisperer,eng,fiction,https://images.gr-assets.com/books/1320410310l/479415.jpg,2019-09-29 11:42:06,4,36
80,1,47,3,mark twain|guy cardwell|john seelye,9780000000000.0,327 pages,1060707,13585,the adventures of huckleberry finn,eng,classics,https://images.gr-assets.com/books/1405973850l/2956.jpg,2020-03-21 04:28:18,5,30
81,1,2738,3,lewis carroll|john tenniel|peter glassman,9780000000000.0,228 pages,83063,2462,through the looking-glass and what alice found there,en-us,classics,https://images.gr-assets.com/books/1359299332l/83346.jpg,2019-08-06 01:57:10,5,56
82,4,1296,3,clive barker,9780000000000.0,721 pages,25265,977,weaveworld,eng,fantasy,https://images.gr-assets.com/books/1329374451l/52640.jpg,2019-09-28 05:42:36,4,39
83,4,50,4,dr. seuss,9780000000000.0,62 pages,519703,8147,green eggs and ham,eng,childrens,https://images.gr-assets.com/books/1468680100l/23772.jpg,2020-02-29 02:04:36,2,38
84,4,87,5,ayn rand|leonard peikoff,9780000000000.0,1168 pages,320850,15696,atlas shrugged,eng,fiction,https://images.gr-assets.com/books/1405868167l/662.jpg,2019-05-17 04:57:53,2,56
85,4,86,4,hermann hesse|hilda rosner,9780000000000.0,152 pages,474735,13514,siddhartha,eng,classics,https://images.gr-assets.com/books/1428715580l/52036.jpg,2019-11-29 15:45:10,2,54
86,4,123,4,mark haddon,9780000000000.0,226 pages,1007662,39191,the curious incident of the dog in the night-time,eng,fiction,https://images.gr-assets.com/books/1479863624l/1618.jpg,2020-02-16 20:09:31,1,48
87,4,32,4,e.b. white|garth williams|rosemary wells,9780000000000.0,184 pages,1199733,14938,charlotte's web,eng,classics,https://images.gr-assets.com/books/1439632243l/24178.jpg,2020-03-19 13:49:02,2,40
88,4,28,3,cassandra clare|franca fritz|heinrich koop|franka fritz,9780000000000.0,485 pages,1383479,55446,city of bones,eng,fantasy,https://images.gr-assets.com/books/1432730315l/256683.jpg,2019-07-16 00:21:21,5,23
89,4,33,3,l.m. montgomery,9780000000000.0,320 pages,599365,16797,anne of green gables,eng,classics,https://images.gr-assets.com/books/1390789015l/8127.jpg,2019-07-15 08:20:30,5,39
90,4,42,5,khaled hosseini,9780000000000.0,372 pages,961180,47035,a thousand splendid suns,en-us,fiction,https://images.gr-assets.com/books/1345958969l/128029.jpg,2019-07-23 05:19:31,3,70
91,4,249,4,william faulkner,,326 pages,143074,6113,the sound and the fury,en-us,classics,https://images.gr-assets.com/books/1433089995l/10975.jpg,2019-07-24 08:34:59,2,30
92,4,158,4,zora neale hurston,9780000000000.0,219 pages,219443,10439,their eyes were watching god,eng,classics,https://images.gr-assets.com/books/1368072803l/37415.jpg,2019-10-22 16:52:48,2,25
93,4,373,4,becca fitzpatrick,9780000000000.0,432 pages,248313,10493,crescendo,eng,young adult,https://images.gr-assets.com/books/1362408146l/7791997.jpg,2019-12-25 04:26:48,5,75
94,4,184,4,cassandra clare,9780000000000.0,567 pages,277242,25357,clockwork princess,eng,fantasy,https://images.gr-assets.com/books/1436788488l/18335634.jpg,2020-01-24 12:14:15,5,57
95,4,495,4,emily dickinson|thomas h. johnson,,716 pages,63997,692,the complete poems of emily dickinson,eng,classics,https://images.gr-assets.com/books/1498347611l/112204.jpg,2019-06-02 04:36:54,4,72
96,4,350,3,roald dahl|quentin blake,9780000000000.0,208 pages,262028,5917,the witches,eng,childrens,https://images.gr-assets.com/books/1351707720l/6327.jpg,2019-12-17 08:52:18,5,54
97,4,492,4,richard dawkins,9780000000000.0,374 pages,199148,7401,the god delusion,en-us,nonfiction,https://images.gr-assets.com/books/1347220693l/14743.jpg,2019-11-04 00:08:12,4,49
98,4,219,4,john boyne,9780000000000.0,224 pages,385213,21996,the boy in the striped pajamas,eng,historical,https://images.gr-assets.com/books/1366228171l/39999.jpg,2019-08-11 15:28:14,3,31
99,4,288,4,roald dahl|quentin blake,9780000000000.0,146 pages,321062,5784,james and the giant peach,,childrens,https://images.gr-assets.com/books/1320412586l/6689.jpg,2019-11-27 23:53:51,4,29
100,4,11,4,john green,9780000000000.0,313 pages,2881648,147270,the fault in our stars,eng,young adult,https://images.gr-assets.com/books/1360206420l/11870085.jpg,2019-08-21 13:44:48,1,25
101,4,245,5,p.c. cast|kristin cast,9780000000000.0,306 pages,394267,13433,marked,eng,young adult,https://images.gr-assets.com/books/1317067002l/30183.jpg,2019-07-14 16:41:20,4,60
102,4,301,4,arthur conan doyle,9780000000000.0,1796 pages,137570,3084,"the complete sherlock holmes, vol 1",eng,classics,https://images.gr-assets.com/books/1512062096l/188572.jpg,2019-09-03 02:30:08,4,74
103,4,1057,3,mervyn peake|anthony burgess|quentin crisp,9780000000000.0,1173 pages,7683,560,the gormenghast novels,,fantasy,https://images.gr-assets.com/books/1362402890l/39058.jpg,2019-07-26 04:14:25,4,19
104,4,596,3,stephen king|peter straub,9780000000000.0,1106 pages,95276,2692,the talisman,eng,horror,https://images.gr-assets.com/books/1170530286l/59219.jpg,2019-10-23 08:53:35,4,43
105,4,782,3,irving stone|שמואל שניצר,9780000000000.0,776 pages,70755,1733,the agony and the ecstasy,eng,historical,https://images.gr-assets.com/books/1327879079l/321552.jpg,2019-07-28 01:37:01,4,59
106,4,426,3,chaim potok,9780000000000.0,304 pages,77499,3799,the chosen,eng,fiction,https://images.gr-assets.com/books/1403191327l/187181.jpg,2020-01-24 01:50:51,5,55
107,9,397,3,alyson noel,9780000000000.0,301 pages,246633,9517,evermore,eng,young adult,https://images.gr-assets.com/books/1362336360l/3975774.jpg,2020-01-22 16:24:49,3,35
108,9,658,4,rachel caine,9780000000000.0,239 pages,86157,4560,glass houses,eng,paranormal,https://images.gr-assets.com/books/1428057864l/27266.jpg,2019-07-02 05:17:03,4,45
109,9,101,5,george orwell|erich fromm,9780000000000.0,328 pages,2420816,53773,1984,eng,classics,https://images.gr-assets.com/books/1348990566l/5470.jpg,2019-05-24 20:43:12,5,53
110,9,344,4,marie lu,,305 pages,359291,25733,legend,en-us,young adult,https://images.gr-assets.com/books/1501368160l/9275658.jpg,2019-08-15 13:36:12,5,78
111,9,372,4,christopher paolini,9780000000000.0,748 pages,249196,8420,brisingr,eng,fantasy,https://images.gr-assets.com/books/1391443970l/2248573.jpg,2020-01-17 05:06:48,5,75
112,9,943,5,leigh bardugo,,358 pages,191685,22083,shadow and bone,eng,fantasy,https://images.gr-assets.com/books/1339533695l/10194157.jpg,2020-03-06 17:14:19,5,47
113,9,1923,4,john flanagan,9780000000000.0,304 pages,51502,1498,the sorcerer in the north,en-us,fantasy,https://images.gr-assets.com/books/1327918728l/1524173.jpg,2020-02-14 06:36:55,4,27
114,9,122,4,john green,9780000000000.0,221 pages,941603,50857,looking for alaska,eng,young adult,https://images.gr-assets.com/books/1394798630l/99561.jpg,2020-02-13 16:41:25,4,23
115,9,212,5,philip pullman|peter bailey,9780000000000.0,1088 pages,109323,4762,his dark materials,eng,fantasy,https://images.gr-assets.com/books/1442329494l/18116.jpg,2020-02-24 11:26:17,1,38
116,9,1642,4,hunter s. thompson,9780000000000.0,224 pages,46665,1935,the rum diary,eng,fiction,https://images.gr-assets.com/books/1430534762l/18864.jpg,2019-09-14 07:57:33,5,20
117,9,317,4,e.l. james,9780000000000.0,532 pages,659806,28630,fifty shades darker,en-us,romance,https://images.gr-assets.com/books/1358266080l/11857408.jpg,2020-01-01 01:22:14,4,33
118,9,33,3,l.m. montgomery,9780000000000.0,320 pages,599365,16797,anne of green gables,eng,classics,https://images.gr-assets.com/books/1390789015l/8127.jpg,2020-02-04 16:24:02,1,39
119,9,26,2,orson scott card,9780000000000.0,324 pages,965351,40289,ender's game,eng,science fiction,https://images.gr-assets.com/books/1408303130l/375802.jpg,2020-01-22 04:21:45,4,37
120,9,9,1,margaret mitchell,9780000000000.0,1037 pages,969181,17452,gone with the wind,en-ca,classics,https://images.gr-assets.com/books/1328025229l/18405.jpg,2019-11-02 09:16:02,4,73
121,9,81,1,anthony burgess,9780000000000.0,212 pages,508614,11247,a clockwork orange,eng,classics,https://images.gr-assets.com/books/1348339306l/227463.jpg,2019-12-29 23:17:55,2,28
122,9,60,5,mary wollstonecraft shelley|percy bysshe shelley|maurice hindle,9780000000000.0,273 pages,973406,23951,frankenstein,eng,classics,https://images.gr-assets.com/books/1381512375l/18490.jpg,2019-11-11 00:17:57,2,22
123,9,494,2,dalton trumbo,9780000000000.0,309 pages,30284,1970,johnny got his gun,eng,fiction,https://images.gr-assets.com/books/1386925458l/51606.jpg,2019-10-30 00:02:46,2,73
124,9,238,3,john grogan,9780000000000.0,291 pages,412535,13822,marley and me: life and love with the world's worst dog,en-us,nonfiction,https://images.gr-assets.com/books/1308858322l/12691.jpg,2020-01-02 05:28:53,4,24
125,9,14,4,emily brontë|richard j. dunn|david timson|charlotte brontë|ruth golding|robert heindel,9780000000000.0,464 pages,1121100,29400,wuthering heights,eng,classics,https://images.gr-assets.com/books/1388212715l/6185.jpg,2019-11-19 22:17:25,5,66
126,9,570,5,alexandra bracken,9780000000000.0,488 pages,114875,14414,the darkest minds,eng,young adult,https://images.gr-assets.com/books/1343178841l/10576365.jpg,2019-06-24 20:10:48,2,26
127,9,795,4,irvine welsh,9780000000000.0,430 pages,121242,2288,trainspotting,en-us,fiction,https://images.gr-assets.com/books/1353033083l/135836.jpg,2019-08-06 11:42:48,5,18
128,9,2193,2,christina baker kline,9780000000000.0,278 pages,312123,27025,orphan train,,historical,https://images.gr-assets.com/books/1362409483l/15818107.jpg,2019-08-24 03:10:37,1,62
129,9,11,1,john green,9780000000000.0,313 pages,2881648,147270,the fault in our stars,eng,young adult,https://images.gr-assets.com/books/1360206420l/11870085.jpg,2019-10-13 15:51:36,1,25
130,9,3417,5,bill bryson,9780000000000.0,288 pages,50169,4287,the life and times of the thunderbolt kid,en-gb,nonfiction,https://images.gr-assets.com/books/1389761724l/10538.jpg,2020-04-02 21:26:06,2,32
131,9,4139,5,robertson davies,9780000000000.0,874 pages,7182,348,the deptford trilogy: fifth business/the manticore/world of wonders,eng,fiction,https://images.gr-assets.com/books/1327968603l/74403.jpg,2020-04-01 20:03:23,2,30
132,9,1055,4,stendhal|roger gard,9780000000000.0,608 pages,47803,1518,the red and the black,eng,classics,https://images.gr-assets.com/books/1388254311l/14662.jpg,2019-09-16 01:02:33,5,33
133,9,181,5,jane carruth|rene cloke|lewis carroll,9780000000000.0,92 pages,356729,5118,alice in wonderland,eng,classics,https://images.gr-assets.com/books/1391458382l/13023.jpg,2020-02-12 19:16:07,1,66
134,9,5,5,stephenie meyer,9780000000000.0,498 pages,4281268,97991,twilight,eng,young adult,https://images.gr-assets.com/books/1361039443l/41865.jpg,2019-08-31 12:06:31,2,62
135,9,119,4,daniel keyes,9780000000000.0,311 pages,389448,13470,flowers for algernon,eng,fiction,https://images.gr-assets.com/books/1367141311l/18373.jpg,2019-04-25 04:20:54,3,61
136,9,4815,5,lee child,9780000000000.0,464 pages,74316,2305,the enemy,en-gb,thriller,https://images.gr-assets.com/books/1388210939l/231562.jpg,2019-06-21 12:13:17,1,17
137,9,1221,3,david james duncan,9780000000000.0,645 pages,12524,1668,the brothers k,,fiction,https://images.gr-assets.com/books/1403176622l/19534.jpg,2019-09-12 13:14:14,4,69
138,9,1301,2,r.j. palacio,,316 pages,539734,57182,wonder,eng,young adult,https://images.gr-assets.com/books/1309285027l/11387515.jpg,2019-09-17 06:56:58,4,52
139,9,1986,2,alan bradley,9780000000000.0,374 pages,121071,14566,the sweetness at the bottom of the pie,eng,mystery,https://images.gr-assets.com/books/1388187001l/6218281.jpg,2019-06-25 05:26:05,5,47
140,9,1057,2,mervyn peake|anthony burgess|quentin crisp,9780000000000.0,1173 pages,7683,560,the gormenghast novels,,fantasy,https://images.gr-assets.com/books/1362402890l/39058.jpg,2020-04-04 19:39:03,3,19
141,9,1037,2,graham greene|robert  stone,9780000000000.0,180 pages,38574,2501,the quiet american,eng,fiction,https://images.gr-assets.com/books/1388187216l/3698.jpg,2019-08-23 04:02:48,3,74
142,9,963,2,art spiegelman,9780000000000.0,159 pages,217557,5471,maus i: a survivor's tale: my father bleeds history,,sequential art,https://images.gr-assets.com/books/1327884972l/15196.jpg,2019-05-24 01:33:37,2,30
